"Belgique","Région","Province","Arrondissement","Commune","Tous les âges","Groupe d’âges","Age","Population au 01 janvier 2022"
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","20 ans",799
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","21 ans",802
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","22 ans",764
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","23 ans",784
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","24 ans",801
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans","25 ans",738
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Neufchâteau",,"Tous les âges","De 18 à 64 ans",,38673
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","18 ans",723
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","19 ans",734
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","20 ans",730
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","21 ans",723
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","22 ans",661
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","23 ans",694
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","24 ans",655
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans","25 ans",669
"Belgique","Région wallonne","Province du Luxembourg","Arrondissement de Virton",,"Tous les âges","De 18 à 64 ans",,33256
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","18 ans",1312
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","19 ans",1297
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","20 ans",1318
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","21 ans",1408
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","22 ans",1349
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","23 ans",1401
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","24 ans",1231
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans","25 ans",1252
"Belgique","Région wallonne","Province de Namur","Arrondissement de Dinant",,"Tous les âges","De 18 à 64 ans",,67510
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","18 ans",3869
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","19 ans",3801
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","20 ans",3949
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","21 ans",4068
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","22 ans",4050
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","23 ans",4028
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","24 ans",4098
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans","25 ans",4022
"Belgique","Région wallonne","Province de Namur","Arrondissement de Namur",,"Tous les âges","De 18 à 64 ans",,195335
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","18 ans",795
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","19 ans",744
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","20 ans",809
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","21 ans",831
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","22 ans",718
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","23 ans",763
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","24 ans",701
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans","25 ans",711
"Belgique","Région wallonne","Province de Namur","Arrondissement de Philippeville",,"Tous les âges","De 18 à 64 ans",,40113
"Belgique",,,,,"Tous les âges",,,11584008
